customer_id,sim_id,handset_id,activated_at,deactivated_at,status,company_name
CUST_023,SIM0010681,H74977053,2025-05-02 00:00:00,,active,OtherCo Ltd
CUST_023,SIM0000037,H22362500,2024-01-31 00:00:00,,suspended,OtherCo Ltd
CUST_008,SIM0008786,H53994070,2023-09-17 00:00:00,,active,OtherCo Ltd
CUST_005,SIM0008108,H86915075,2023-02-08 00:00:00,,suspended,SkyConnect Wireless
CUST_022,SIM0002334,H94038496,2024-11-17 00:00:00,,active,OtherCo Ltd
CUST_013,SIM0004941,H93191006,2023-08-14 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0009978,H57965230,2023-08-05 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0002725,H18691863,2023-01-15 00:00:00,,active,OtherCo Ltd
CUST_005,SIM0004414,H45956298,2023-01-22 00:00:00,,active,SkyConnect Wireless
CUST_023,SIM0004766,H14474287,2023-11-24 00:00:00,,active,OtherCo Ltd
CUST_018,SIM0005861,H61234291,2024-08-04 00:00:00,,active,OtherCo Ltd
CUST_012,SIM0008991,H88620855,2024-05-18 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0011807,H33316301,2023-02-25 00:00:00,,active,OtherCo Ltd
CUST_021,SIM0009849,H47145424,2023-04-26 00:00:00,,active,OtherCo Ltd
CUST_002,SIM0011219,H81503921,2024-05-18 00:00:00,,active,GlobalNet Communications
CUST_023,SIM0008140,H30576607,2023-10-17 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0011450,H66329008,2024-06-19 00:00:00,,active,OtherCo Ltd
CUST_018,SIM0008829,H83977973,2024-03-25 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0003995,H12098070,2024-06-25 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0009513,H98532651,2024-07-22 00:00:00,2025-08-31 00:00:00,active,OtherCo Ltd
CUST_024,SIM0003879,H34613064,2024-11-04 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0010302,H48905019,2023-07-15 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0008587,H73456952,2024-07-17 00:00:00,,active,NextWave Telecom
CUST_022,SIM0005876,H64211514,2023-06-29 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0010124,H34439824,2024-03-31 00:00:00,2024-05-10 00:00:00,active,OtherCo Ltd
CUST_004,SIM0003478,H20742690,2024-05-12 00:00:00,,active,NextWave Telecom
CUST_007,SIM0007362,H98653864,2024-10-17 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0005234,H98661372,2023-07-29 00:00:00,,active,OtherCo Ltd
CUST_020,SIM0004161,H51961311,2025-03-02 00:00:00,,active,OtherCo Ltd
CUST_015,SIM0011341,H82774465,2023-03-06 00:00:00,,active,OtherCo Ltd
CUST_002,SIM0012156,H77898614,2024-05-26 00:00:00,,active,GlobalNet Communications
CUST_006,SIM0008117,H19095618,2024-11-03 00:00:00,,suspended,OtherCo Ltd
CUST_001,SIM0012017,H50633231,2024-09-25 00:00:00,2025-07-10 00:00:00,active,TelecomOne PLC
CUST_014,SIM0001626,H64880238,2024-10-14 00:00:00,,active,OtherCo Ltd
CUST_017,SIM0001821,H53882859,2024-12-05 00:00:00,,suspended,OtherCo Ltd
CUST_003,SIM0004331,H84565279,2024-02-19 00:00:00,,active,Britannia Mobile Ltd
CUST_013,SIM0009332,H77855153,2024-01-12 00:00:00,,active,OtherCo Ltd
CUST_016,SIM0008636,H96986107,2025-01-31 00:00:00,,suspended,OtherCo Ltd
CUST_020,SIM0009304,H79496142,2023-09-20 00:00:00,2023-11-30 00:00:00,active,OtherCo Ltd
CUST_015,SIM0005387,H68187429,2025-05-23 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0008150,H77779456,2023-11-10 00:00:00,,active,NextWave Telecom
CUST_016,SIM0005647,H34094192,2023-12-28 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0001093,H79684372,2024-12-23 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0010569,H52340907,2023-02-22 00:00:00,,active,NextWave Telecom
CUST_004,SIM0007884,H29847835,2024-04-16 00:00:00,,active,NextWave Telecom
CUST_018,SIM0007893,H38367316,2024-09-22 00:00:00,,active,OtherCo Ltd
CUST_002,SIM0002475,H21327867,2024-08-29 00:00:00,,suspended,GlobalNet Communications
CUST_003,SIM0001831,H72908654,2025-07-15 00:00:00,,active,Britannia Mobile Ltd
CUST_014,SIM0009605,H71801480,2024-01-17 00:00:00,,active,OtherCo Ltd
CUST_020,SIM0009878,H54888169,2024-02-19 00:00:00,,active,OtherCo Ltd
CUST_010,SIM0004834,H73391281,2023-11-25 00:00:00,,suspended,OtherCo Ltd
CUST_018,SIM0002913,H91174865,2025-01-10 00:00:00,,active,OtherCo Ltd
CUST_017,SIM0002095,H36464385,2023-01-12 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0005693,H32172367,2023-03-12 00:00:00,,active,OtherCo Ltd
CUST_014,SIM0005212,H97946161,2025-06-02 00:00:00,,suspended,OtherCo Ltd
CUST_025,SIM0008114,H88525185,2025-06-07 00:00:00,,active,OtherCo Ltd
CUST_017,SIM0009406,H14559146,2024-11-03 00:00:00,,suspended,OtherCo Ltd
CUST_017,SIM0001582,H18285985,2025-03-20 00:00:00,2025-07-24 00:00:00,active,OtherCo Ltd
CUST_023,SIM0010425,H11396758,2023-10-24 00:00:00,,active,OtherCo Ltd
CUST_016,SIM0007163,H45102483,2025-04-21 00:00:00,,active,OtherCo Ltd
CUST_007,SIM0004739,H38894939,2023-11-26 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0010151,H11439624,2025-02-24 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0007262,H99575128,2025-05-19 00:00:00,,active,OtherCo Ltd
CUST_024,SIM0002039,H49082351,2025-05-19 00:00:00,,active,OtherCo Ltd
CUST_023,SIM0003351,H66656013,2024-12-30 00:00:00,,active,OtherCo Ltd
CUST_006,SIM0011602,H52480981,2023-11-09 00:00:00,,suspended,OtherCo Ltd
CUST_021,SIM0001931,H79024847,2025-06-30 00:00:00,,active,OtherCo Ltd
CUST_024,SIM0007417,H96130176,2023-02-04 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0010671,H50079346,2023-04-12 00:00:00,,active,Britannia Mobile Ltd
CUST_018,SIM0006706,H74714271,2024-12-12 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0010272,H71991918,2023-06-08 00:00:00,,active,OtherCo Ltd
CUST_014,SIM0002989,H13869459,2023-09-13 00:00:00,,active,OtherCo Ltd
CUST_023,SIM0002111,H54550245,2023-06-19 00:00:00,,active,OtherCo Ltd
CUST_017,SIM0002374,H31295545,2024-05-02 00:00:00,,active,OtherCo Ltd
CUST_018,SIM0001703,H17507366,2023-09-28 00:00:00,,active,OtherCo Ltd
CUST_001,SIM0000084,H86984974,2025-03-20 00:00:00,,active,TelecomOne PLC
CUST_016,SIM0010471,H51534155,2025-02-12 00:00:00,,active,OtherCo Ltd
CUST_012,SIM0010575,H57391627,2024-09-24 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0005030,H98783870,2025-01-23 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0005143,H87721462,2025-05-31 00:00:00,,suspended,Britannia Mobile Ltd
CUST_008,SIM0006362,H71547814,2024-10-15 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0002368,H36468526,2024-09-26 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0008467,H94882023,2024-01-26 00:00:00,2024-03-28 00:00:00,active,NextWave Telecom
CUST_022,SIM0007221,H96014526,2023-03-15 00:00:00,2024-04-17 00:00:00,active,OtherCo Ltd
CUST_007,SIM0011819,H19542690,2023-02-04 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0000941,H59480980,2023-01-05 00:00:00,,active,NextWave Telecom
CUST_016,SIM0006118,H90225083,2023-02-11 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0012178,H55609398,2025-04-10 00:00:00,,active,Britannia Mobile Ltd
CUST_020,SIM0007792,H47975448,2024-07-05 00:00:00,,suspended,OtherCo Ltd
CUST_008,SIM0008274,H49963496,2024-04-07 00:00:00,2024-06-03 00:00:00,active,OtherCo Ltd
CUST_012,SIM0004679,H62856743,2023-02-04 00:00:00,,active,OtherCo Ltd
CUST_011,SIM0001533,H44969450,2024-02-26 00:00:00,,active,OtherCo Ltd
CUST_019,SIM0000007,H87674087,2023-05-07 00:00:00,2024-04-23 00:00:00,active,OtherCo Ltd
CUST_018,SIM0008399,H46455817,2025-05-28 00:00:00,,active,OtherCo Ltd
CUST_021,SIM0009599,H54395511,2023-11-30 00:00:00,,active,OtherCo Ltd
CUST_023,SIM0005214,H76068107,2023-02-19 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0004068,H43712975,2025-05-25 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0005548,H21541783,2025-05-14 00:00:00,,active,OtherCo Ltd
CUST_007,SIM0005185,H61647050,2023-09-01 00:00:00,,active,OtherCo Ltd
CUST_006,SIM0000026,H72809413,2025-02-14 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0004222,H51604606,2024-01-21 00:00:00,,active,NextWave Telecom
CUST_020,SIM0005777,H47347249,2024-06-07 00:00:00,,active,OtherCo Ltd
CUST_001,SIM0003020,H55290767,2024-11-20 00:00:00,,active,TelecomOne PLC
CUST_005,SIM0010049,H72792477,2025-02-14 00:00:00,,active,SkyConnect Wireless
CUST_002,SIM0012028,H69762425,2024-08-19 00:00:00,,suspended,GlobalNet Communications
CUST_011,SIM0003953,H97387667,2024-09-05 00:00:00,,suspended,OtherCo Ltd
CUST_008,SIM0005280,H83002537,2024-12-30 00:00:00,,active,OtherCo Ltd
CUST_017,SIM0000145,H43416375,2024-02-18 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0012196,H91821087,2024-02-03 00:00:00,,active,Britannia Mobile Ltd
CUST_022,SIM0002674,H62537100,2023-11-30 00:00:00,,active,OtherCo Ltd
CUST_004,SIM0003507,H79996116,2024-04-19 00:00:00,,active,NextWave Telecom
CUST_003,SIM0009558,H48540582,2024-04-24 00:00:00,,active,Britannia Mobile Ltd
CUST_016,SIM0001235,H62508831,2024-05-30 00:00:00,,active,OtherCo Ltd
CUST_002,SIM0007639,H57847128,2025-06-01 00:00:00,,active,GlobalNet Communications
CUST_007,SIM0009228,H47515349,2025-02-12 00:00:00,,suspended,OtherCo Ltd
CUST_011,SIM0009731,H79610076,2023-04-24 00:00:00,,active,OtherCo Ltd
CUST_016,SIM0003136,H18843877,2025-06-07 00:00:00,,active,OtherCo Ltd
CUST_019,SIM0001245,H60645898,2023-03-23 00:00:00,,active,OtherCo Ltd
CUST_017,SIM0011418,H25822067,2024-07-20 00:00:00,,active,OtherCo Ltd
CUST_014,SIM0009876,H27062127,2025-07-09 00:00:00,,active,OtherCo Ltd
CUST_021,SIM0002517,H33854072,2025-07-07 00:00:00,,active,OtherCo Ltd
CUST_010,SIM0008002,H17073511,2024-11-16 00:00:00,2025-03-23 00:00:00,active,OtherCo Ltd
CUST_025,SIM0007785,H32233854,2025-06-03 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0008645,H47526833,2024-08-20 00:00:00,,active,OtherCo Ltd
CUST_014,SIM0010976,H73867460,2023-03-25 00:00:00,,active,OtherCo Ltd
CUST_025,SIM0003816,H29404494,2025-01-03 00:00:00,,suspended,OtherCo Ltd
CUST_011,SIM0003125,H38227306,2023-01-24 00:00:00,,active,OtherCo Ltd
CUST_023,SIM0011638,H53607706,2023-12-15 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0002808,H32625629,2024-04-10 00:00:00,,active,OtherCo Ltd
CUST_018,SIM0002559,H12715947,2023-08-09 00:00:00,,active,OtherCo Ltd
CUST_006,SIM0008088,H59829931,2025-02-23 00:00:00,,active,OtherCo Ltd
CUST_024,SIM0005776,H78193052,2024-10-30 00:00:00,,suspended,OtherCo Ltd
CUST_014,SIM0001431,H12276545,2025-04-16 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0008668,H92024917,2024-04-22 00:00:00,,active,Britannia Mobile Ltd
CUST_008,SIM0010189,H18129387,2024-12-01 00:00:00,2025-04-28 00:00:00,active,OtherCo Ltd
CUST_021,SIM0009593,H32680202,2023-12-30 00:00:00,,active,OtherCo Ltd
CUST_024,SIM0003321,H41580365,2023-09-28 00:00:00,,active,OtherCo Ltd
CUST_016,SIM0000763,H60226432,2023-12-22 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0009285,H67861752,2024-12-25 00:00:00,,active,Britannia Mobile Ltd
CUST_025,SIM0011487,H46237790,2024-10-21 00:00:00,,active,OtherCo Ltd
CUST_014,SIM0005472,H70327397,2024-11-01 00:00:00,,active,OtherCo Ltd
CUST_005,SIM0010055,H74362950,2024-11-29 00:00:00,,active,SkyConnect Wireless
CUST_004,SIM0003594,H26562353,2024-06-10 00:00:00,,active,NextWave Telecom
CUST_002,SIM0001577,H86383162,2024-01-20 00:00:00,,suspended,GlobalNet Communications
CUST_010,SIM0002498,H40379818,2024-02-10 00:00:00,,active,OtherCo Ltd
CUST_013,SIM0000632,H42078258,2024-02-14 00:00:00,,active,OtherCo Ltd
CUST_020,SIM0003663,H15068642,2023-07-05 00:00:00,,suspended,OtherCo Ltd
CUST_014,SIM0000114,H79816966,2025-04-26 00:00:00,,suspended,OtherCo Ltd
CUST_022,SIM0005549,H83161722,2023-05-29 00:00:00,,active,OtherCo Ltd
CUST_010,SIM0009386,H41908083,2023-02-18 00:00:00,,active,OtherCo Ltd
CUST_024,SIM0008472,H46738014,2025-03-10 00:00:00,,active,OtherCo Ltd
CUST_011,SIM0008616,H93556714,2024-03-16 00:00:00,,suspended,OtherCo Ltd
CUST_024,SIM0000204,H45289607,2024-05-21 00:00:00,,active,OtherCo Ltd
CUST_018,SIM0005284,H21193498,2023-07-11 00:00:00,,active,OtherCo Ltd
CUST_001,SIM0011888,H31189074,2023-10-27 00:00:00,,active,TelecomOne PLC
CUST_003,SIM0004004,H86725621,2024-02-14 00:00:00,,active,Britannia Mobile Ltd
CUST_013,SIM0002741,H26275940,2025-05-05 00:00:00,,active,OtherCo Ltd
CUST_011,SIM0005427,H39471258,2023-11-03 00:00:00,,active,OtherCo Ltd
CUST_003,SIM0012117,H99148105,2024-08-02 00:00:00,,active,Britannia Mobile Ltd
CUST_016,SIM0005887,H65057812,2023-02-17 00:00:00,,suspended,OtherCo Ltd
CUST_008,SIM0010197,H33385930,2023-06-27 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0001551,H38970831,2024-08-27 00:00:00,,active,OtherCo Ltd
CUST_025,SIM0004467,H22659938,2025-01-05 00:00:00,,suspended,OtherCo Ltd
CUST_016,SIM0004018,H62128478,2024-01-26 00:00:00,,suspended,OtherCo Ltd
CUST_020,SIM0000749,H86076628,2024-10-28 00:00:00,,active,OtherCo Ltd
CUST_020,SIM0010712,H93586048,2024-07-27 00:00:00,,active,OtherCo Ltd
CUST_013,SIM0005711,H53067407,2024-08-18 00:00:00,,active,OtherCo Ltd
CUST_019,SIM0008302,H54484549,2023-07-15 00:00:00,,active,OtherCo Ltd
CUST_002,SIM0003592,H91671802,2024-06-07 00:00:00,,active,GlobalNet Communications
CUST_002,SIM0005036,H18970195,2025-01-11 00:00:00,,active,GlobalNet Communications
CUST_011,SIM0001997,H40507173,2023-04-02 00:00:00,,active,OtherCo Ltd
CUST_019,SIM0010037,H42421582,2023-03-02 00:00:00,,active,OtherCo Ltd
CUST_006,SIM0011301,H71142723,2023-01-16 00:00:00,,suspended,OtherCo Ltd
CUST_011,SIM0009341,H20687664,2023-01-15 00:00:00,,active,OtherCo Ltd
CUST_024,SIM0002546,H52642294,2024-02-28 00:00:00,,active,OtherCo Ltd
CUST_009,SIM0000309,H19874630,2023-08-17 00:00:00,,active,OtherCo Ltd
CUST_001,SIM0010566,H11194072,2024-12-03 00:00:00,,active,TelecomOne PLC
CUST_013,SIM0008466,H17997712,2024-10-14 00:00:00,2025-08-31 00:00:00,active,OtherCo Ltd
CUST_015,SIM0011126,H25320847,2024-08-21 00:00:00,,active,OtherCo Ltd
CUST_006,SIM0000536,H69523403,2023-05-29 00:00:00,,active,OtherCo Ltd
CUST_007,SIM0010019,H90213297,2025-01-07 00:00:00,,active,OtherCo Ltd
CUST_007,SIM0005962,H54799983,2023-02-03 00:00:00,2024-04-15 00:00:00,active,OtherCo Ltd
CUST_007,SIM0001341,H33573630,2025-05-23 00:00:00,2025-08-31 00:00:00,active,OtherCo Ltd
CUST_005,SIM0003330,H29784664,2024-04-14 00:00:00,,active,SkyConnect Wireless
CUST_016,SIM0001738,H57284649,2024-12-09 00:00:00,,suspended,OtherCo Ltd
CUST_013,SIM0007892,H40597226,2023-05-04 00:00:00,2023-08-03 00:00:00,active,OtherCo Ltd
CUST_010,SIM0004420,H66641339,2023-01-31 00:00:00,,suspended,OtherCo Ltd
CUST_002,SIM0001735,H37714869,2025-06-01 00:00:00,,active,GlobalNet Communications
CUST_021,SIM0008218,H30938134,2023-01-29 00:00:00,,active,OtherCo Ltd
CUST_005,SIM0001713,H82058963,2025-05-20 00:00:00,,active,SkyConnect Wireless
CUST_004,SIM0011199,H30365183,2025-07-09 00:00:00,,active,NextWave Telecom
CUST_007,SIM0010493,H80104658,2024-02-14 00:00:00,2025-04-28 00:00:00,active,OtherCo Ltd
CUST_023,SIM0009586,H41279827,2024-08-24 00:00:00,,active,OtherCo Ltd
CUST_010,SIM0001018,H40542499,2024-02-10 00:00:00,,active,OtherCo Ltd
CUST_015,SIM0008511,H22150412,2025-05-03 00:00:00,,active,OtherCo Ltd
CUST_005,SIM0007176,H47709889,2023-01-28 00:00:00,,active,SkyConnect Wireless
CUST_022,SIM0006526,H27680845,2024-11-02 00:00:00,,active,OtherCo Ltd
CUST_025,SIM0011222,H28279985,2025-03-06 00:00:00,,suspended,OtherCo Ltd
CUST_018,SIM0010095,H37404734,2024-01-26 00:00:00,2024-10-16 00:00:00,active,OtherCo Ltd
CUST_024,SIM0008793,H92887838,2024-04-24 00:00:00,,active,OtherCo Ltd
CUST_012,SIM0006435,H55656480,2025-02-01 00:00:00,,active,OtherCo Ltd
CUST_019,SIM0007142,H75844112,2023-10-30 00:00:00,,active,OtherCo Ltd
CUST_020,SIM0000528,H77512399,2023-09-02 00:00:00,,active,OtherCo Ltd
CUST_005,SIM0011818,H56104277,2024-02-20 00:00:00,,active,SkyConnect Wireless
CUST_011,SIM0000676,H55185148,2024-04-24 00:00:00,,active,OtherCo Ltd
CUST_010,SIM0011395,H70121222,2023-05-24 00:00:00,,active,OtherCo Ltd
CUST_022,SIM0005955,H38188678,2025-04-29 00:00:00,,active,OtherCo Ltd
CUST_016,SIM0003609,H58113564,2025-06-09 00:00:00,,suspended,OtherCo Ltd
CUST_003,SIM0005152,H22792325,2024-03-21 00:00:00,,active,Britannia Mobile Ltd
CUST_001,SIM0010997,H77148250,2024-11-18 00:00:00,,active,TelecomOne PLC
CUST_014,SIM0004832,H46120167,2024-04-15 00:00:00,,active,OtherCo Ltd
CUST_021,SIM0006931,H30077068,2024-09-20 00:00:00,,active,OtherCo Ltd
CUST_008,SIM0002305,H92448306,2024-03-08 00:00:00,,active,OtherCo Ltd
CUST_021,SIM0010040,H92519206,2024-12-16 00:00:00,,active,OtherCo Ltd
CUST_018,SIM0006225,H62546843,2024-04-03 00:00:00,,active,OtherCo Ltd
CUST_021,SIM0011498,H18533011,2023-10-09 00:00:00,,active,OtherCo Ltd
CUST_010,SIM0008014,H43633749,2023-07-28 00:00:00,,active,OtherCo Ltd
